organism,ncbi,jgi,assembly,BioSample,BioProject
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Nannocystaceae_Plesiocystis_pacifica_SIR_1_unfinished_sequence,NZ_ABCS00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Chondromyces_apiculatus_DSM_436,NZ_ASRX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Sorangium_cellulosum_So0157_2,NC_021658,NA,GCA_000418325.1,SAMN02603858,PRJNA179502
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Sandaracinaceae_Sandaracinus_amylolyticus_DSM_53668,NZ_CP011125,NA,GCA_000737325.2,SAMN02719577,PRJNA242472
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_acetoxidans_DSM_11109,NC_015388,NA,GCA_000195295.1,SAMN00713603,PRJNA51777
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_tiedjei_DCB_1_DSM_6799,NC_018025,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella_sp._F21,SAMN03002179,NA,GCA_000747085.1,SAMN03002179,PRJNA259219
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_aciditrophicus_SB,NC_007759,NA,GCA_000013405.1,SAMN02603418,PRJNA16258
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_fumaroxidans_MPOB,NC_008554,NA,GCA_000014965.1,SAMN02598285,PRJNA13013
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Thermodesulforhabdus_norvegica_DSM_9990,,55111,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophorhabdaceae_Syntrophorhabdus_aromaticivorans_UI,NZ_AJUN00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_nitrofigilis_DSM_7299,NC_014166,NA,GCA_000092245.1,SAMN02598489,PRJNA32593
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_jejuni_jejuni_NCTC_11168,NC_002163,NA,GCA_000009085.1,SAMEA1705929,PRJNA8
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_barnesii_SES_3,NC_018002,NA,GCA_000265295.1,SAMN02232056,PRJNA63451
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_cetorum_MIT_99_5656,NC_017735,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfuricurvum_sp._RIFRC_1,,12681,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_denitrificans_DSM_1251,NC_007575,NA,GCA_000012965.1,SAMN02598289,PRJNA13019
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Thiovulum_sp._ES,AKKQ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Wolinella_succinogenes_DSM_1740,NC_005090,NA,GCA_000196135.1,SAMEA3138333,PRJNA445
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Caminibacter_mediatlanticus_TB_2_unfinished_sequence,NZ_ABCJ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Lebetimonas_sp._JS032,SAMN02203751,NA,GCA_000523315.1,SAMN02203751,PRJNA208428
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Nautilia_profundicola_AmH,NC_012115,NA,GCA_000021725.1,SAMN02603431,PRJNA32573
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_unclassified_Epsilonproteobacteria_Nitratiruptor_sp._SB155_2,NC_009662,NA,GCA_000010325.1,SAMD00060914,PRJDA18963
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_unclassified_Epsilonproteobacteria_Sulfurovum_sp._NBC37_1,NC_009663,NA,GCA_000010345.1,SAMD00060915,PRJDA18965
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas_hydrophila_AL09_71,NZ_CP007566,NA,GCA_000633175.1,SAMN02726090,PRJNA227037
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Oceanimonas_sp._GK1,NC_016745,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Tolumonas_auensis_DSM_9187,NC_012691,NA,GCA_000023065.1,SAMN02598508,PRJNA33873
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Anaerobiospirillum_succiniciproducens_DSM_6400,NZ_AXWV00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Ruminobacter_sp._RM87,NZ_JNKD00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Succinatimonas_hippei_YIT_12066_S_hippeiYIT12066_1.0_Cont1069.1,NZ_AEVO00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Succinimonas_amylolytica_DSM_2873,NZ_ARKF00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Succinivibrio_dextrinosolvens_ACV_10,SAMN02910357,NA,GCA_900116345.1,SAMN02910357,PRJEB17533
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_WG_1_Wallaby_Group_1_isolate,NZ_AFAK00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Aestuariibacter_salexigens_DSM_15300,NZ_AUBH00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Agarivorans_albus_MKT_106,NZ_BARX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alishewanella_agri_BL06,NZ_AKKU00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_macleodii_Black_Sea_11,NC_018692,NA,GCA_000299995.1,SAMN02604118,PRJNA65401
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_sp._S89,NZ_AFPJ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Catenovulum_agarivorans_YM01,NZ_AJWM00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Gayadomonas_joobiniege_G7,NZ_AMRX01000008,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Glaciecola_nitratireducens_FR1064,NC_016041,NA,GCA_000226565.1,SAMN02603857,PRJNA73073
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Haliea_rubra_CM41_15a_DSM_19751,NZ_AUVB00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Haliea_salexigens_DSM_19537,NZ_AUHJ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinimicrobium_agarilyticum_DSM_16975,NZ_AUHU00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacterium_litorale_DSM_23545,NZ_AUAZ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Melitea_salexigens_DSM_19753,NZ_AULP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Saccharophagus_degradans_2_40,NC_007912,NA,GCA_000013665.1,SAMN02598483,PRJNA316
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Salinimonas_chungwhensis_DSM_16280,NZ_ARJT00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadales_genera_incertae_sedis_Gilvimarinus_chinensis_DSM_19667,NZ_ARIX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadales_genera_incertae_sedis_Teredinibacter_turnerae_T7902,SAMN02256427,NA,GCA_000379165.1,SAMN02256427,PRJNA163003
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia_psychrerythraea_34H,NC_003910,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Thalassotalea_agarivorans_DSM_19706,PRJNA262326,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Ferrimonadaceae_Ferrimonas_balearica_DSM_9799,NC_014541,NA,GCA_000148645.1,SAMN00115627,PRJNA30799
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Idiomarinaceae_Idiomarina_loihiensis_L2TR,NC_006512,NA,GCA_000008465.1,SAMN02604184,PRJNA10790
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Moritellaceae_Moritella_marina_ATCC_15381,SAMN02470074,NA,GCA_000291685.1,SAMN02470074,PRJNA169241
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Algicola_sagamiensis_DSM_14643,NZ_ARFX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas_atlantica_T6c,NC_008228,NA,GCA_000014225.1,SAMN02598305,PRJNA13454
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Psychromonadaceae_Psychromonas_ingrahamii_37,NC_008709,NA,GCA_000015285.1,SAMN02598361,PRJNA16187
Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_oneidensis_MR_1,NC_004347,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Cardiobacteriales_Cardiobacteriaceae_Cardiobacterium_valvarum_F0432,NZ_AGCM00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Cardiobacteriales_Cardiobacteriaceae_Dichelobacter_nodosus_VCS1703A,NC_009446,NA,GCA_000015345.1,SAMN02603972,PRJNA50
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Allochromatium_vinosum_DSM_180,NC_013851,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Lamprocystis_purpurea_DSM_4197,NZ_ARBC00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Marichromatium_purpuratum_987,NZ_CP007031,NA,GCA_000224005.3,SAMN02256540,PRJNA62513
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Nitrosococcus_oceani_C_107_ATCC_19707,NC_007484,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Rheinheimera_nanhaiensis_E407_8,NZ_BAFK00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiocapsa_marina_5811_DSM_5653,NZ_AFWV00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiocystis_violascens_611_DSM_198,NC_018012,NA,GCA_000227745.3,SAMN02232062,PRJNA60641
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thioflavicoccus_mobilis_8321,NC_019940,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiorhodococcus_drewsii_AZ1,NZ_AFWT00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiorhodovibrio_sp._970,NZ_AFWS00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Alkalilimnicola_ehrlichii_MLHE_1,NC_008340,NA,GCA_000014785.1,SAMN02598349,PRJNA15763
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Arhodomonas_aquaeolei_DSM_8974,NZ_ARGF00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Ectothiorhodospira_sp._PHS_1,NZ_AGBG00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Ectothiorhodospiraceae_bacterium_M19_40,NC_021291,NA,GCA_000319575.2,SAMN02603230,PRJNA179191
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Halorhodospira_halochloris_A,CP007268,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Nitrococcus_mobilis_Nb_231,NZ_AAOF00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Thioalkalivibrio_nitratireducens_DSM_14787,NC_019902,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Thiohalospira_halophilus_HL3,PRJNA262435,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Thiorhodospira_sibirica_A12_ATCC_700588,NZ_AGFD00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Halothiobacillaceae_Halothiobacillus_neapolitanus_c2,NC_013422,NA,GCA_000024765.1,SAMN02598477,PRJNA31049
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Arsenophonus_nasoniae_DSM_15247,NZ_AUCC00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Brenneria_salicis_ATCC_15712,SAMN00716786,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Buchnera_Buchnera_aphidicola_str._APS_Acyrthosiphon_pisum,NC_002528,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Budvicia_aquatica_DSM_5075,NZ_ATYS00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Buttiauxella_agrestis_MCE,SAMN02928654,NA,GCA_000737905.1,SAMN02928654,PRJNA255777
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Candidatus_Moranella_endobia_PCIT,NC_015735,NA,GCA_000219175.1,SAMN02604229,PRJNA53213
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Candidatus_Riesia_pediculicola_USDA,NC_014109,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Cedecea_davisae_DSM_4568,NZ_ATDT00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_rodentium_ICC168,NC_013716,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Cronobacter_sakazakii_CMCC_45402,NC_023032,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Dickeya_dadantii_Ech703,CP001654.1,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Edwardsiella_tarda_C07_087,NC_020796,NA,GCA_000348565.1,SAMN02603613,PRJNA187997
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_cloacae_SCF1,NC_014618,NA,GCA_000164865.1,SAMN00116754,PRJNA53533
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Erwinia_amylovora_CFBP1430,NC_013961,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_coli_K12__W3110,NC_007779,NA,GCA_000010245.1,SAMD00061081,PRJNA16351
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Ewingella_americana_C.024_ATCC_33852,NZ_JMPJ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Hafnia_alvei_FB1,NZ_CP009706,NA,GCA_000597785.2,SAMN02951885,PRJNA236111
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Halyomorpha_halys_symbiont,NC_022547,NA,GCA_000478905.1,SAMD00015704,PRJDB572
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_oxytoca_HKOPL1,NZ_CP004887,NA,GCA_000632415.1,SAMN03081460,PRJNA194061
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Kluyvera_ascorbata_ATCC_33433,NZ_JMPL00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Kosakonia_radicincitans_UMEnt0112,SAMN02641225,NA,GCA_000691205.1,SAMN02641225,PRJNA236629
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Leclercia_adecarboxylata_Leclerc_1783_ATCC_23216,NZ_JMPM00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Lelliottia_amnigena_CHS_78,SAMN02581380,NA,GCA_000694955.1,SAMN02581380,PRJNA234247
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Leminorella_grimontii_ATCC_33999,NZ_AUUA00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Lonsdalea_quercina_quercina_NCCB_100489,SAMN02712572,NA,GCA_000688675.1,SAMN02712572,PRJNA242888
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Morganella_morganii_morganii_KT,NC_020418,NA,GCA_000286435.2,SAMN02603113,PRJNA78681
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_ananatis_LMG_5342,NC_016816,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_carotovorum_carotovorum_PCC21,NC_012917,NA,GCA_000023605.1,SAMN02598478,PRJNA31289
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Photorhabdus_luminescens_laumondii_TTO1,NC_005126,NA,GCA_000196155.1,SAMEA3138334,PRJNA9605
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Plesiomonas_sp._ZOR0011,NZ_JRKB00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pragia_fontium_DSM_5563,NZ_CP010423,NA,GCA_001026985.1,SAMN03216551,PRJNA268155
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_mirabilis_WGLW4,SAMN02463960,NA,GCA_000297835.1,SAMN02463960,PRJNA169467
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_stuartii_MRSN_2154,NC_017731,NA,GCA_000259175.1,SAMN02604304,PRJNA88059
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rahnella_aquatilis_HX2,NC_017047,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_ornithinolytica_B6,NC_021066,NA,GCA_000367425.1,SAMN02603584,PRJNA187030
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_enterica_Enterica_sv._Heidelberg_41578,PRJNA78477,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_fonticola_RB_25,NZ_CP007044,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Shigella_flexneri_2003036,NZ_CP004056,NA,GCA_000743955.1,SAMN02999960,PRJNA186498
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Sodalis_glossinidius_morsitans,NC_007712,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Tatumella_ptyseos_ATCC_33301,SAMN02199042,NA,GCA_000439895.1,SAMN02199042,PRJNA207548
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Thorsellia_anophelis_DSM_18579,SAMN02583745,NA,GCA_900111395.1,SAMN02583745,PRJEB17045
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Trabulsiella_guamensis_ATCC_49490,NZ_JMTB00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Blochmannia_floridanus,NC_005061,NA,GCA_000043285.1,SAMEA3138247,PRJNA443
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Hamiltonella_defensa_5AT_Acyrthosiphon_pisum,NC_012751,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Regiella_insecticola_LSR1_genomic_scaffold_Scaffold1,NZ_ACYF00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis,NC_004344,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus_nematophila_ATCC_19061,NC_014228,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_pestis_Nepal516,NC_008149,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yokenella_regensburgei_ATCC_43003,NZ_AGCL00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_gamma_proteobacterium_NOR51_B_scf_1109846220923_genomic_scaffold,NZ_ACCY00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Coxiella_burnetii_CbuK_Q154,NC_011528,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Diplorickettsia_massiliensis_20B,NZ_AJGC00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Rickettsiella_grylli,NZ_AAQJ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Fluoribacter_dumoffii_Tex_KL_ATCC_33343,SAMN01917904,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionella_micdadei_ATCC_33218,NZ_LN614830,NA,GCA_000953635.1,SAMEA2785665,PRJEB7312
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylobacter_tundripaludum_2122,SAMN02743378,NA,GCA_000685925.1,SAMN02743378,PRJNA223144
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylocaldum_szegediense_O_12,NZ_ATXX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylococcus_capsulatus_Bath,NC_002977,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methyloglobulus_morosus_KoM1,NZ_AYLO00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylohalobius_crimeensis_10Ki,NZ_ATXB00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomarinum_vadi_IT_4,NZ_JPON00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_mecanica_MC09,NC_015572,NA,GCA_000214665.1,SAMN00713628,PRJNA53917
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylosarcina_lacus_LW14,NZ_AZUN00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylovulum_miyakonense_HT12,NZ_AQZU00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax_borkumensis_SK2,NC_008260,NA,GCA_000009365.1,SAMEA3138202,PRJNA13005
