ORGANISM,NCBI GENOME ACCESSION,JGI IMG SUBMISSION ID
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_stuartii_MRSN_2154,NC_017731,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rahnella_aquatilis_HX2,NC_017047,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_ornithinolytica_B6,NC_021066,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_enterica_Enterica_sv._Heidelberg_41578,PRJNA78477,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_fonticola_RB_25,NZ_CP007044,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Shigella_flexneri_2003036,NZ_CP004056,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Sodalis_glossinidius_morsitans,NC_007712,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Tatumella_ptyseos_ATCC_33301,SAMN02199042,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Thorsellia_anophelis_DSM_18579,SAMN02583745,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Trabulsiella_guamensis_ATCC_49490,NZ_JMTB00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Blochmannia_floridanus,NC_005061,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Hamiltonella_defensa_5AT_Acyrthosiphon_pisum,NC_012751,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Regiella_insecticola_LSR1_genomic_scaffold_Scaffold1,NZ_ACYF00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis,NC_004344,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus_nematophila_ATCC_19061,NC_014228,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_pestis_Nepal516,NC_008149,
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yokenella_regensburgei_ATCC_43003,NZ_AGCL00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_gamma_proteobacterium_NOR51_B_scf_1109846220923_genomic_scaffold,NZ_ACCY00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Coxiella_burnetii_CbuK_Q154,NC_011528,
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Diplorickettsia_massiliensis_20B,NZ_AJGC00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Rickettsiella_grylli,NZ_AAQJ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Fluoribacter_dumoffii_Tex_KL_ATCC_33343,SAMN01917904,
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionella_micdadei_ATCC_33218,NZ_LN614830,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylobacter_tundripaludum_2122,SAMN02743378,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylocaldum_szegediense_O_12,NZ_ATXX00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylococcus_capsulatus_Bath,NC_002977,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methyloglobulus_morosus_KoM1,NZ_AYLO00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylohalobius_crimeensis_10Ki,NZ_ATXB00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomarinum_vadi_IT_4,NZ_JPON00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_mecanica_MC09,NC_015572,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylosarcina_lacus_LW14,NZ_AZUN00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylovulum_miyakonense_HT12,NZ_AQZU00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax_borkumensis_SK2,NC_008260,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Kangiella_koreensis_DSM_16069,NC_013166,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Hahellaceae_Endozoicomonas_montiporae_LMG_24815,NZ_JOKG00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Hahellaceae_Hahella_chejuensis_KCTC_2396,NC_007645,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Hahellaceae_Zooshikella_ganghwensis_DSM_15267,NZ_AUAF00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Carnimonas_nigrificans_ATCC_BAA_78,NZ_JAGO00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Chromohalobacter_salexigens_1H11_DSM_3043,NC_007963,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Cobetia_marina_KMM_296,JQJA00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_elongata_DSM_2581,NC_014532,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halotalea_alkalilenta_DSM_17697,NZ_JHYY00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Kushneria_aurantia_DSM_21353,NZ_ARNK00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Zymobacter_group_Zymobacter_palmae_DSM_10491,NZ_JHVG00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Amphritea_japonica_ATCC_BAA_1530,NZ_ARMN00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Balneatrix_alpica_DSM_16621,NZ_JHUZ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas_mediterranea_MMB_1,NC_015276,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinospirillum_insulare_DSM_21763,NZ_JMLW00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptuniibacter_caesariensis_MED92,NZ_AAOW00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas_japonica_DSM_18939,NZ_AUGR00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Nitrincola_lacisaponensis_4CA,NZ_JMSZ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oceanobacter_kriegii_DSM_6294,NZ_AUGV00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oceanobacter_sp._RED65_unfinished_sequence,NZ_AAQH00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oceanospirillum_maris_DSM_6286,NZ_AUGW00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Thalassolituus_oleivorans_R6_15,NZ_CP006829,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillales_bacterium_SCGC_AAA298_N10,SAMN02440512,
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Saccharospirillaceae_Saccharospirillum_impatiens_DSM_12546,NZ_AUIH00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_bacterium_Bimp,NZ_AWGA00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_Gilliamella_apicola,NZ_CP007445,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_pleuropneumoniae_serovar_3_str._JL03,NC_010278,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Aggregatibacter_actinomycetemcomitans_D7S_1,NC_017846,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Avibacterium_paragallinarum_AVPAR72,SAMN02470228,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Bibersteinia_trehalosi_USDA_ARS_USMARC_189,NZ_CP006955,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Gallibacterium_anatis_UMN179,NC_015460,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_influenzae_KR494,NC_022356,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Histophilus_somni_129P,NC_008309,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_haemolytica_D174,NC_021739,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_succiniciproducens_MBEL55E,NC_006300,
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Pasteurella_multocida_43137,NZ_CP008918,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_B._setacea_BS12,,5643
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_baumannii_AB30,PRJNA256157,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Alkanindiges_illinoisensis_DSM_15370,NZ_JHUX00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Enhydrobacter_aerosaccus_SK60,NZ_ACYI00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_Moraxella_Moraxella_catarrhalis_25240,NZ_CP008804,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Perlucidibaca_piscinae_DSM_21586,NZ_ATUE00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_cryohalolentis_K5,NC_007969,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter_group_Azotobacter_vinelandii_CA6,NC_021150,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Cellvibrio_japonicus_Ueda107,NC_010995,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_aeruginosa_B136_33,SAMN02603669,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_flectens_ATCC_12775,NZ_JAEE00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_unclassified_Pseudomonadales_Dasania_marina_DSM_21967,NZ_ARDZ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_Salinisphaera_shabanensis_E1L3A,NZ_AFNV00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiothrichales_uncultured_SG8_50,SAMN03994184,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_FSC776,SAMN00993446,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_philomiragia_subsp._philomiragia_ATCC_25017,NC_010336,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Cycloclasticus_sp._P1,NC_018697,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Hydrogenovibrio_marinus_MH_110,SAMN02738237,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga_frappieri_JAM7,NC_017856,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Piscirickettsia_salmonis_LF_89,NZ_CP011849,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thioalkalimicrobium_cyclicum_ALM1,NC_015581,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thiomicrospira_CG2_30_FULL_Thiomicrospira_44_34,SAMN04328312,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thiomicrospira_crunogena_XCL_2,NC_007520,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Beggiatoa_sp._Orange_Guaymas,SAMN00016614,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Leucothrix_mucor_DSM_2157,NZ_ATTE00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiomargarita_sp._Thio36,SAMN02746001,
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_flexilis_DSM_14609,NZ_ARCL00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Candidatus_Ruthia_magnifica_str._Cm_Calyptogena_magnifica,NC_008610,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Dechloromarinus_chlorophilus_NSS,,7000
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Gallaecimonas_xiamenensis_3_C_1,NZ_AMRI00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_OMG_group_OM60_clade_Congregibacter_litoralis_KT71,NZ_CM002299,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Porticoccus_hydrocarbonoclasticus_MCTG13d,NZ_JQMM00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Reinekea_blandensis_MED297,NZ_AAOE00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Simiduia_agarivorans_SA1,NC_018868,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Solimonas_soli_DSM_21787,NZ_AXDW00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Spongiibacter_tropicus_DSM_19543,NZ_ATUS00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalomonas_denitrificans_HLD2,SAMN03097708,
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalorhabdus_denitrificans_HL19,NZ_LJCP00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Candidatus_Photodesmus_katoptron_Akat1,NZ_AMSD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_norvegicus_FF_162,SAMN02470493,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_sp._AK16,NZ_ANFM00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_profundum_SS9,NC_006370,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Salinivibrio_costicola_costicola_ATCC_33508,ASAI00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_anguillarum_775_I,NC_015633,
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_fischeri_MJ11_I,NC_011184,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Algiphilaceae_Algiphilus_aromaticivorans_DG1253,NZ_JPOG00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_RIFOXYA1_FULL_Rhodanobacter_67_6,SAMN04314332,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_RIFOXYA1_FULL_Xanthomonadales_68_6,SAMN04314334,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Hydrocarboniphaga_effusa_AP103,NZ_AKGD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Nevskia_ramosa_DSM_11499,NZ_ATVI00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Polycyclovorans_algicola_TG408,NZ_JOMH00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Singularimonas_variicoloris_DSM_15731,NZ_ARNM00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Arenimonas_donghaensis_DSM_18148_HO3_R19,NZ_AVCJ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Arenimonas_oryziterrae_DSM_21050,NZ_ATVD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Dyella_japonica_A8,NZ_CP008884,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_aurantia_Kondo_67_DSM_6220,NC_017033,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_terrea_CGMCC_1.7053,SAMN02927913,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Ignatzschineria_larvae_DSM_13226,NZ_AZOD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteibacter_sp._9145,SAMN02786990,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteimonas_mephitis_DSM_12574,NZ_AULN00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteimonas_sp._J16,SAMN02744123,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter_antibioticus_HS124,SAMEA2272122,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter_defluvii_DSM_18482,NZ_AUHT00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_spadix_BD_a59,NC_016147,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Rhodanobacter_sp._2APBS1,NC_020541,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Rudaea_cellulosilytica_DSM_22992,NZ_ARJQ00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Silanimonas_lenta_DSM_16282,NZ_AUBD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_maltophilia_ATCC_19867,SAMN02441648,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_maltophilia_K279a,NC_010943,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Thermomonas_fusca_DSM_15424,NZ_AUIV00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Wohlfahrtiimonas_chitiniclastica_DSM_18708,NZ_AQXD00000000,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Wohlfahrtiimonas_chitiniclastica_SH04,SAMN01821864,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas_axonopodis_Xac29_1,NC_020800,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas_oryzae_ATCC_35933,SAMN02440720,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xylella_fastidiosa_multiplex_ATCC_35871,SAMN02441559,
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xylella_fastidiosa_sandyi_Ann_1,SAMN02441076,
Bacteria_Proteobacteria_unclassified_Proteobacteria_CG1_02_FULL_Proteobacteria_64_396,SAMN04328211,
Bacteria_Proteobacteria_Zetaproteobacteria_Mariprofundales_Mariprofundaceae_Mariprofundus_ferrooxydans_M34,SAMN02256458,
Bacteria_Proteobacteria_Zetaproteobacteria_Mariprofundales_Mariprofundaceae_Mariprofundus_sp._EKF_M39,,38543
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_133_C04,SAMN02256426,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_133_G06,SAMN02256460,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_137_C09,SAMN02256461,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_137_I08,SAMN02256425,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_137_J06,SAMN02256463,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_137_L23,SAMN02745038,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AC_673_C02,SAMN02744837,
Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AC_673_M07,SAMN02744835,
Bacteria_Proteobacteria_Zetaproteobacteria_Zetaproteobacteria_bacterium_TAG_1,NZ_JQLW00000000,
Bacteria_SM2F11_RIFCSPHIGHO2_02_FULL_SM2F11_43_13,SAMN04315499,
Bacteria_Spirochaetes_Spirochaetia_Leptospirales_Leptospiraceae_Leptonema_illini_3055_DSM_21528,NZ_AHKT00000000,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Brachyspiraceae_Brachyspira_murdochii_DSM_12563,NC_014150,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Brevinemataceae_Brevinema_andersonii_ATCC_43811,SAMN02745150,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Leptospiraceae_Leptospira_biflexa_serovar_Patoc_strain_Patoc_1_Paris_I,NC_010602,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Leptospiraceae_Turneriella_parva_H_DSM_21527,NC_018020,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Borrelia_garinii_PBi_linear,NC_006156,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Spirochaeta_sp._Buddy,NC_015152,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Spirochaeta_sp._L21_RPul_D2,NC_023035,
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_denticola_ATCC_35405,NC_002967,
Bacteria_Spirochatetes_Spirochaetia_Spirochaetales_GWB1_Spirochaetes_59_5,SAMN04313959,
Bacteria_Spirochatetes_Spirochaetia_Spirochaetales_RBG_16_Spirochaete_67_19,SAMN04313720,
Bacteria_Spirochatetes_Spirochaetia_Spirochaetales_RIFOXYC1_FULL_Spirochaetes_54_7,SAMN04316185,
Bacteria_Synergistetes_Synergistetes_sp._SGP1_draft_genome.,FP929056,
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Aminiphilus_circumscriptus_DSM_16581,NZ_JAFY00000000,
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Aminobacterium_colombiense_DSM_12261,NC_014011,
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Aminomonas_paucivorans_GLU_3_DSM_12260,NZ_CM001022,
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Anaerobaculum_mobile_NGA_DSM_13181,NC_018024,
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Cloacibacillus_evryensis_158_DSM_19522,NZ_JFBR00000000,
