SRA Experiment Accession,Experiment Title,Instrument Model,Library Layout,Library Source,Sample Attribute,Study Accession,Study Title,Submission Center,Submission Date,Submission Lab,Taxon Id,Updated Date,Nucleotide Count,Read Count,Assembly L50,Assembly N50,CLC Bubble Size,CLC Word Size,Mapped Reads (%),Assembled Bases,Assembled Contigs,Assembled Scaffolds,MetaBAT Bins,MetaBAT Preset,Near-complete Genomes,Medium-quality Genomes,Partial Genomes,Archaeal Genomes,Archaeal PD,Archaeal PG,Bacterial Genomes,Bacterial PD,Bacterial PG
SRX823312,Shotgun sequencing of environmental sample: Sample P01372,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.64 N 74.01 W || isolate: P01372 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,594176000,4753408,13,104108,50,22,93.76,12659058,2288,1179,5,superspecific,2,0,0,0,0,0,2,0.19%,0.00%
SRX823316,Shotgun sequencing of environmental sample: Sample P01376,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.63 N 74.02 W || isolate: P01376 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3150303120,31191120,175,30402,50,23,95.47,27020645,6846,2375,10,superspecific,3,0,1,0,0,0,0,0,0
SRX823318,Shotgun sequencing of environmental sample: Sample P01378,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.62 N 74.02 W || isolate: P01378 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,574935113,1914600,763,4653,50,21,93.5,19762360,4631,4210,13,superspecific,0,0,0,0,0,0,0,0,0
SRX823320,Shotgun sequencing of environmental sample: Sample P01380,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.62 N 74.02 W || isolate: P01380 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,612944000,4903552,162,20176,50,22,92.57,20283825,4230,2273,8,superspecific,2,1,0,0,0,0,1,0.00%,0.00%
SRX823326,Shotgun sequencing of environmental sample: Sample P01386,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.63 N 74.00 W || isolate: P01386 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,653125500,5225004,33,90438,50,22,92.29,14811472,1571,1023,6,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823327,Shotgun sequencing of environmental sample: Sample P01387,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.63 N 74.00 W || isolate: P01387 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,602085505,2008878,20,118797,50,22,98.02,13957236,1002,981,4,veryspecific,1,0,1,0,0,0,1,0.00%,0.00%
SRX823338,Shotgun sequencing of environmental sample: Sample P01398,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.61 N 73.98 W || isolate: P01398 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3438570250,34045250,468,16991,50,23,94.37,53920647,14176,5771,26,superspecific,3,4,1,0,0,0,4,0.23%,0.00%
SRX823344,Shotgun sequencing of environmental sample: Sample P01404,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.97 W || isolate: P01404 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,7213405052,71419852,276,52944,50,24,97.14,71429525,12463,5113,29,superspecific,8,2,0,0,0,0,7,0.45%,0.01%
SRX823352,Shotgun sequencing of environmental sample: Sample P01412,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.90 W || isolate: P01412 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,629845750,5038766,24,135594,50,22,94.51,13370331,1731,1170,4,superspecific,2,0,0,0,0,0,0,0,0
SRX823353,Shotgun sequencing of environmental sample: Sample P01450,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.67 N 73.97 W || isolate: P01450 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1831289984,18131584,105,42749,50,23,94.14,29225840,6867,2343,10,superspecific,4,1,0,0,0,0,3,0.23%,0.00%
SRX823354,Shotgun sequencing of environmental sample: Sample P01453,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.96 W || isolate: P01453 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2203560214,14593114,391,9616,50,23,96.94,29434852,4743,4126,9,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823355,Shotgun sequencing of environmental sample: Sample P01454,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.96 W || isolate: P01454 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3339985006,22119106,69,78853,50,23,96.61,26144215,2813,2134,9,superspecific,4,0,0,0,0,0,2,0.14%,0.00%
SRX823361,Shotgun sequencing of environmental sample: Sample P01470,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.95 W || isolate: P01470 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1971189938,13054238,57,111174,50,23,95.05,28331750,2890,2295,7,veryspecific,4,1,0,0,0,0,1,0.00%,0.00%
SRX823364,Shotgun sequencing of environmental sample: Sample P01474,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.57 N 73.96 W || isolate: P01474 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3206840294,31750894,288,18863,50,23,93.01,32346541,6990,3331,15,superspecific,4,1,0,0,0,0,3,0.22%,0.01%
SRX823365,Shotgun sequencing of environmental sample: Sample P01480,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.58 N 73.98 W || isolate: P01480 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1593131782,15773582,51,73174,50,22,93.29,21916379,3179,1284,7,veryspecific,4,1,0,0,0,0,4,0.32%,0.01%
SRX823366,Shotgun sequencing of environmental sample: Sample P01482,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.60 N 73.99 W || isolate: P01482 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2772734214,27452814,324,40768,50,23,93.32,62601222,10297,4942,22,superspecific,5,2,0,0,0,0,5,0.30%,0.01%
SRX823367,Shotgun sequencing of environmental sample: Sample P01485,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.60 N 73.99 W || isolate: P01485 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1756816422,17394222,199,31334,50,22,92.02,30705064,8187,3060,14,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823369,Shotgun sequencing of environmental sample: Sample P01489,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.63 N 74.01 W || isolate: P01489 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1693301920,11213920,96,67198,50,22,95.03,28584976,2960,2358,10,superspecific,5,0,0,0,0,0,1,0.00%,0.00%
SRX823370,Shotgun sequencing of environmental sample: Sample P01490,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.63 N 74.01 W || isolate: P01490 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1679092820,11119820,48,81505,50,22,92.17,23458986,1947,1165,5,superspecific,3,0,0,0,0,0,2,0.17%,0.00%
SRX823371,Shotgun sequencing of environmental sample: Sample P01492,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.63 N 73.99 W || isolate: P01492 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1443628148,14293348,245,7889,50,22,95.28,13308673,5093,2149,5,superspecific,0,1,0,0,0,0,0,0,0
SRX823372,Shotgun sequencing of environmental sample: Sample P01495,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 09-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.64 N 73.99 W || isolate: P01495 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2275996726,15072826,42,103106,50,23,96.02,18767479,1325,1173,7,superspecific,3,1,0,0,0,0,3,0.11%,0.00%
SRX823382,Shotgun sequencing of environmental sample: Sample P01506,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 14-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.75 N 73.99 W || isolate: P01506 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,627577713,2099280,573,6160,50,22,95.2,15646946,3731,2958,7,veryspecific,1,0,0,0,0,0,0,0,0
SRX823409,Shotgun sequencing of environmental sample: Sample P01533,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 14-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.75 N 73.99 W || isolate: P01533 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,606032500,4848260,207,18721,50,22,93.32,25361755,4792,2424,9,superspecific,3,0,0,0,0,0,2,0.18%,0.00%
SRX823417,Shotgun sequencing of environmental sample: Sample P01602,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.87 N 73.88 W || isolate: P01602 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1707755640,11309640,1132,6239,50,22,88.01,29136591,8463,5509,10,veryspecific,0,1,0,0,0,0,0,0,0
SRX823419,Shotgun sequencing of environmental sample: Sample P01604,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.86 N 73.90 W || isolate: P01604 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2563118998,16974298,544,14546,50,23,89.76,41843497,7480,5716,14,superspecific,1,0,0,0,0,0,0,0,0
SRX823420,Shotgun sequencing of environmental sample: Sample P01605,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.90 W || isolate: P01605 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1824931036,12085636,263,23559,50,23,86.44,32716596,5206,4255,15,superspecific,2,1,0,0,0,0,1,0.00%,0.00%
SRX823421,Shotgun sequencing of environmental sample: Sample P01606,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.90 W || isolate: P01606 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2282925814,15118714,51,89459,50,23,91.42,17311316,1927,1361,7,superspecific,3,0,0,0,0,0,2,0.14%,0.00%
SRX823422,Shotgun sequencing of environmental sample: Sample P01607,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.91 W || isolate: P01607 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2174724046,14402146,626,7740,50,23,84.03,35209753,7932,5952,14,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX823423,Shotgun sequencing of environmental sample: Sample P01608,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.91 W || isolate: P01608 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1845437138,12221438,249,30811,50,23,90.99,48755969,5315,4495,15,superspecific,4,1,0,0,0,0,2,0.17%,0.00%
SRX823425,Shotgun sequencing of environmental sample: Sample P01610,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 18-Jul-2014 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.92 W || isolate: P01610 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2083454512,13797712,80,89866,50,23,96.82,33287483,2525,2125,10,superspecific,4,0,0,0,0,0,2,0.13%,0.00%
